City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Beyneu,KZ,2020-04-17 07:10:06,45.32,55.2,54.97,40,18,11.05
304,Guerrero Negro,MX,2020-04-17 07:10:06,27.98,-114.06,63.16,66,29,9.84
305,Bilibino,RU,2020-04-17 07:10:06,68.05,166.44,14.76,88,100,4.97
306,Farah,AF,2020-04-17 07:10:07,32.5,62.5,62.69,40,61,5.1
307,Prince Rupert,CA,2020-04-17 07:06:59,54.32,-130.32,46.51,89,100,3.18
308,Kargil,IN,2020-04-17 07:10:07,34.57,76.1,39.16,16,93,2.33
309,Sherlovaya Gora,RU,2020-04-17 07:10:07,50.57,116.25,57.25,24,32,8.7
310,Mezen,RU,2020-04-17 07:10:07,65.85,44.24,33.21,94,97,14.07
311,Nhulunbuy,AU,2020-04-17 07:10:08,-12.23,136.77,89.6,62,40,9.17
312,Coihaique,CL,2020-04-17 07:06:56,-45.58,-72.07,55.08,75,87,4.05
313,Veraval,IN,2020-04-17 07:10:08,20.9,70.37,95.02,28,15,7.4
314,San Patricio,MX,2020-04-17 07:10:09,19.22,-104.7,73.78,55,28,3.36
315,Sungaipenuh,ID,2020-04-17 07:06:12,-2.08,101.38,74.66,62,100,2.71
316,Bandarbeyla,SO,2020-04-17 07:10:09,9.49,50.81,84.25,65,2,6.69
317,Muros,ES,2020-04-17 07:10:09,42.78,-9.06,57.99,100,75,10.29
318,Abalak,RU,2020-04-17 07:10:10,58.13,68.59,55.42,46,100,16.4
319,Chuy,UY,2020-04-17 07:10:10,-33.7,-53.46,60.1,91,3,6.24
320,Omboue,GA,2020-04-17 07:10:10,-1.57,9.26,77.56,90,100,2.51
321,Soure,BR,2020-04-17 07:10:10,-0.72,-48.52,76.59,84,66,3.98
322,Oranjestad,AW,2020-04-17 07:10:06,12.52,-70.03,80.6,74,40,17.22
323,Tiznit,MA,2020-04-17 07:10:11,29.58,-9.5,54.9,62,0,0.63
324,Morozovsk,RU,2020-04-17 07:10:11,48.35,41.83,53.73,56,62,23.89
325,Shemonaikha,KZ,2020-04-17 07:08:07,50.63,81.91,57.33,47,0,13.35
326,Banda Aceh,ID,2020-04-17 07:10:11,5.56,95.32,83.93,69,100,3.85
327,Hashtrud,IR,2020-04-17 07:10:12,37.48,47.05,51.39,36,3,1.95
328,Salalah,OM,2020-04-17 07:09:05,17.02,54.09,86.0,66,40,6.93
329,Acarau,BR,2020-04-17 07:10:12,-2.89,-40.12,76.5,89,73,5.66
330,Dondo,MZ,2020-04-17 07:10:12,-19.61,34.74,82.4,78,40,2.24
331,Ilebo,CD,2020-04-17 07:10:13,-4.32,20.58,75.16,83,100,1.1
332,Jalcocotan,MX,2020-04-17 07:10:13,21.47,-105.12,70.84,29,57,3.24
333,Lata,PT,2020-04-17 07:10:13,40.16,-8.33,55.99,96,100,1.99
334,Abu Samrah,SY,2020-04-17 07:10:13,35.3,37.18,65.84,47,64,9.89
335,Puerto Rondon,CO,2020-04-17 07:10:14,6.28,-71.1,77.72,52,63,3.13
336,Carasova,RO,2020-04-17 07:10:14,45.2,21.87,57.0,66,100,2.24
337,Edd,ER,2020-04-17 07:10:14,13.93,41.69,83.19,61,18,2.48
338,Batticaloa,LK,2020-04-17 07:10:14,7.71,81.69,89.58,57,47,8.1
339,Mecca,SA,2020-04-17 07:07:38,21.43,39.83,84.4,23,0,2.21
340,Constitucion,CL,2020-04-17 07:10:15,-35.33,-72.42,56.64,62,28,5.91
341,Whitianga,NZ,2020-04-17 07:10:15,-36.83,175.7,66.0,92,49,7.0
342,Ust-Omchug,RU,2020-04-17 07:10:15,61.15,149.63,13.03,84,100,8.05
343,Matara,LK,2020-04-17 07:10:16,5.95,80.54,88.52,62,6,7.61
344,Apatou,GF,2020-04-17 07:10:16,5.16,-54.35,72.72,96,71,0.58
345,Tasiilaq,GL,2020-04-17 07:05:17,65.61,-37.64,30.24,98,100,25.52
346,Lasalgaon,IN,2020-04-17 07:10:16,20.15,74.23,99.07,14,0,8.41
347,Kahului,US,2020-04-17 07:07:12,20.89,-156.47,70.0,81,16,10.0
348,Beroroha,MG,2020-04-17 07:07:09,-21.67,45.17,80.06,46,0,7.78
349,Lethem,GY,2020-04-17 07:10:17,3.38,-59.8,79.54,63,73,5.73
350,Yar-Sale,RU,2020-04-17 07:10:17,66.83,70.83,33.22,96,100,22.32
351,Antofagasta,CL,2020-04-17 07:10:18,-23.65,-70.4,62.6,88,75,9.17
352,Keningau,MY,2020-04-17 07:10:18,5.34,116.16,91.4,75,20,8.05
353,Chebenki,RU,2020-04-17 07:10:18,51.93,55.71,46.4,61,75,20.13
354,Taunggyi,MM,2020-04-17 07:08:03,20.78,97.03,88.45,13,39,9.24
355,Esperance,AU,2020-04-17 07:10:18,-33.87,121.9,67.69,58,5,10.27
356,Nouadhibou,MR,2020-04-17 07:10:19,20.93,-17.03,62.6,93,40,12.75
357,Haapiti,PF,2020-04-17 07:10:19,-17.57,-149.87,82.0,74,72,3.0
358,Dhamtari,IN,2020-04-17 07:10:19,20.71,81.55,98.6,35,6,14.99
359,Huaiyin,CN,2020-04-17 07:10:20,33.59,119.02,73.53,29,23,14.23
360,Teguise,ES,2020-04-17 07:10:20,29.06,-13.56,64.4,82,20,5.82
361,Havre,FR,2020-04-17 07:10:20,49.58,0.33,57.2,76,75,6.93
362,Tazmalt,DZ,2020-04-17 07:10:20,36.39,4.4,68.0,48,92,6.17
363,Severodvinsk,RU,2020-04-17 07:10:21,64.56,39.83,33.8,95,90,6.71
364,Rocky Mountain House,CA,2020-04-17 07:10:21,52.37,-114.92,31.89,62,74,5.26
365,Tigil,RU,2020-04-17 07:10:21,57.8,158.67,28.02,97,99,5.73
366,Belawan,ID,2020-04-17 07:10:22,3.78,98.68,86.0,74,75,9.17
367,Ordzhonikidze,KZ,2020-04-17 07:10:22,52.44,61.74,42.49,80,100,4.56
368,Plettenberg Bay,ZA,2020-04-17 07:10:22,-34.05,23.37,61.77,64,67,1.43
369,Lugovoy,KZ,2020-04-17 07:10:22,42.95,72.76,60.49,38,0,2.98
370,Lydenburg,ZA,2020-04-17 07:10:22,-25.1,30.46,66.99,77,19,4.0
371,Tonaya,MX,2020-04-17 07:10:23,19.78,-103.97,71.35,24,23,1.41
372,Kanadey,RU,2020-04-17 07:10:23,53.17,47.53,45.37,65,98,18.23
373,Saint-Francois,FR,2020-04-17 07:10:23,46.42,3.91,46.4,81,60,5.21
374,Seoul,KR,2020-04-17 07:06:37,37.57,126.98,57.2,87,75,3.36
375,Inhambane,MZ,2020-04-17 07:10:24,-23.86,35.38,77.0,94,75,4.7
376,Belyy Yar,RU,2020-04-17 07:10:24,53.6,91.39,51.8,40,76,11.18
377,Airai,TL,2020-04-17 07:10:24,-8.93,125.41,69.08,68,25,3.58
378,Iqaluit,CA,2020-04-17 07:10:24,63.75,-68.51,5.0,77,100,11.01
379,Mikumi,TZ,2020-04-17 07:10:25,-7.4,36.98,73.78,76,19,3.51
380,Moron,AR,2020-04-17 07:10:25,-34.65,-58.62,62.6,100,2,2.24
381,Cap-Aux-Meules,CA,2020-04-17 07:10:25,47.38,-61.86,30.88,93,39,16.64
382,Piacabucu,BR,2020-04-17 07:10:25,-10.41,-36.43,78.28,86,10,5.08
383,Bad Kissingen,DE,2020-04-17 07:10:26,50.2,10.08,55.99,72,13,1.01
384,Xining,CN,2020-04-17 07:10:26,36.62,101.77,55.71,15,100,8.3
385,Wanning,CN,2020-04-17 07:10:26,18.8,110.4,81.1,67,95,8.43
386,Kavieng,PG,2020-04-17 07:10:27,-2.57,150.8,78.82,80,100,13.04
387,Dingle,PH,2020-04-17 07:10:27,11.0,122.67,91.49,51,83,14.97
388,Beringovskiy,RU,2020-04-17 07:10:28,63.05,179.32,24.8,97,99,16.33
389,San Pedro,PH,2020-04-17 07:10:28,14.35,121.02,93.2,56,40,9.17
390,Ketchikan,US,2020-04-17 07:10:28,55.34,-131.65,46.9,90,100,2.95
391,Houma,US,2020-04-17 07:10:01,29.6,-90.72,60.01,79,89,5.73
392,Jatai,BR,2020-04-17 07:07:59,-17.88,-51.71,61.3,72,100,6.2
393,Pulilan,PH,2020-04-17 07:10:29,14.93,120.85,93.2,56,40,9.17
394,Lasa,IT,2020-04-17 07:05:56,46.62,10.7,50.0,75,22,1.12
395,Miramar,US,2020-04-17 07:10:29,25.99,-80.23,79.0,75,58,3.0
396,Waingapu,ID,2020-04-17 07:10:29,-9.66,120.26,85.15,69,83,3.91
397,Ponta Do Sol,PT,2020-04-17 07:10:30,32.67,-17.1,60.8,67,20,2.24
398,Acapulco,MX,2020-04-17 07:10:30,16.86,-99.89,79.21,50,29,2.53
399,Taltal,CL,2020-04-17 07:10:30,-25.4,-70.48,63.19,67,0,2.8
400,Tomatlan,MX,2020-04-17 07:10:30,19.93,-105.25,69.58,53,55,3.29
401,Smidovich,RU,2020-04-17 07:10:30,48.6,133.82,62.13,28,0,9.15
402,Shar,KZ,2020-04-17 07:10:31,49.59,81.05,58.33,39,0,12.57
403,Sirohi,IN,2020-04-17 07:10:31,24.88,72.87,99.05,15,85,16.71
404,Kysyl-Syr,RU,2020-04-17 07:10:31,63.9,122.76,12.58,83,25,11.27
405,Madras,IN,2020-04-17 07:10:12,13.09,80.28,93.2,52,20,8.05
406,Brae,GB,2020-04-17 07:10:32,60.4,-1.35,41.0,70,0,4.03
407,Dunedin,NZ,2020-04-17 07:10:32,-45.87,170.5,48.99,94,100,17.34
408,Haines Junction,CA,2020-04-17 07:10:32,60.75,-137.51,39.94,66,100,4.45
409,Nanakuli,US,2020-04-17 07:10:32,21.39,-158.15,75.0,64,60,11.01
410,Cabatuan,PH,2020-04-17 07:10:33,10.88,122.49,93.61,46,82,7.83
411,Lamar,US,2020-04-17 07:10:33,33.67,-95.58,60.01,68,31,1.01
412,Dandong,CN,2020-04-17 07:10:33,40.13,124.39,55.81,70,97,12.57
413,Honavar,IN,2020-04-17 07:10:33,14.28,74.45,90.79,54,65,7.45
414,Cap Malheureux,MU,2020-04-17 07:10:34,-19.98,57.61,81.0,69,75,18.34
415,Malindi,KE,2020-04-17 07:10:34,-3.22,40.12,83.66,75,96,14.05
416,Chapleau,CA,2020-04-17 07:10:34,47.84,-83.4,16.61,93,52,6.17
417,Asilah,MA,2020-04-17 07:10:34,35.47,-6.03,60.8,100,75,2.24
418,Yatou,CN,2020-04-17 07:10:35,37.15,122.38,53.15,69,19,10.36
419,Meadow Lake,US,2020-04-17 07:10:35,34.8,-106.54,57.0,42,10,7.34
420,Erzincan,TR,2020-04-17 07:10:35,39.75,39.5,53.6,62,20,2.24
421,Sal Rei,CV,2020-04-17 07:10:36,16.18,-22.92,69.8,73,75,10.29
422,Beipiao,CN,2020-04-17 07:10:36,41.79,120.78,49.86,69,100,16.31
423,Eenhana,NA,2020-04-17 07:10:36,-17.47,16.33,71.6,73,0,2.64
424,Sao Jose Da Coroa Grande,BR,2020-04-17 07:10:36,-8.9,-35.15,80.42,79,100,8.01
425,Sisimiut,GL,2020-04-17 07:10:37,66.94,-53.67,24.3,87,97,13.87
426,Anapolis,BR,2020-04-17 07:10:37,-16.33,-48.95,63.81,74,76,4.97
427,San Rafael,AR,2020-04-17 07:10:37,-34.62,-68.33,63.99,41,33,7.99
428,Shcherbynivka,UA,2020-04-17 07:10:38,48.39,37.79,52.65,53,90,16.53
429,Leningradskiy,RU,2020-04-17 07:10:38,69.38,178.42,15.31,96,100,5.53
430,Fortuna,US,2020-04-17 07:10:38,40.6,-124.16,50.0,94,20,2.44
431,Aripuana,BR,2020-04-17 07:10:38,-9.17,-60.63,71.64,95,94,2.28
432,Kutum,SD,2020-04-17 07:10:39,14.2,24.67,71.6,11,0,10.42
433,Tommot,RU,2020-04-17 07:10:39,58.96,126.29,23.54,82,100,9.28
434,Gloversville,US,2020-04-17 07:10:39,43.05,-74.34,32.0,82,2,8.99
435,Ekhabi,RU,2020-04-17 07:10:39,53.51,142.97,42.42,73,26,12.8
436,Wejherowo,PL,2020-04-17 07:10:40,54.61,18.24,50.0,62,2,10.29
437,Las Matas De Farfan,DO,2020-04-17 07:10:40,18.87,-71.52,70.65,75,56,0.56
438,Flinders,AU,2020-04-17 07:10:40,-34.58,150.86,75.99,38,0,3.0
439,Peniche,PT,2020-04-17 07:10:40,39.36,-9.38,59.0,100,75,14.99
440,Ravar,IR,2020-04-17 07:10:40,31.27,56.81,65.48,30,11,3.83
441,Klichka,RU,2020-04-17 07:10:41,50.45,118.0,59.43,23,45,8.9
442,Zhigansk,RU,2020-04-17 07:10:41,66.77,123.37,7.56,90,12,15.46
443,College,US,2020-04-17 07:10:41,64.86,-147.8,37.99,78,66,1.57
444,Rancho Veloz,CU,2020-04-17 07:10:41,22.88,-80.39,78.1,77,20,4.65
445,Bonnyville,CA,2020-04-17 07:10:42,54.27,-110.73,29.53,83,100,6.55
446,Ahipara,NZ,2020-04-17 07:10:42,-35.17,173.17,65.52,87,84,16.26
447,Mehamn,NO,2020-04-17 07:10:42,71.04,27.85,35.6,87,75,19.46
448,Shimoda,JP,2020-04-17 07:08:50,34.67,138.95,61.0,72,75,6.93
449,Tarsus,TR,2020-04-17 07:10:43,36.92,34.88,75.2,40,0,8.05
450,Isangel,VU,2020-04-17 07:10:43,-19.55,169.27,77.76,79,29,14.88
451,Gusau,NG,2020-04-17 07:10:43,12.16,6.66,77.22,13,0,10.29
452,Santa Marta,CO,2020-04-17 07:10:02,11.24,-74.2,79.65,70,37,17.98
453,Kavaratti,IN,2020-04-17 07:10:44,10.57,72.64,84.63,67,100,4.38
454,Salta,AR,2020-04-17 07:10:04,-24.79,-65.41,59.0,87,67,0.13
455,Richmond,US,2020-04-17 07:09:20,37.55,-77.46,37.99,88,7,3.0
456,Paamiut,GL,2020-04-17 07:10:45,61.99,-49.67,25.12,90,74,1.61
457,Visnes,NO,2020-04-17 07:10:45,59.36,5.22,41.0,69,82,19.46
458,Mumford,GH,2020-04-17 07:10:45,5.26,-0.76,81.19,87,74,10.25
459,Lebork,PL,2020-04-17 07:10:19,54.54,17.75,50.0,62,1,10.29
460,Tingo Maria,PE,2020-04-17 07:10:45,-9.29,-76.01,68.49,63,98,1.16
461,Nageshwari,BD,2020-04-17 07:10:46,25.94,89.71,88.81,39,48,5.64
462,Vao,NC,2020-04-17 07:10:46,-22.67,167.48,74.75,65,1,9.06
463,Gamba,GA,2020-04-17 07:10:46,-2.65,10.0,78.04,87,100,4.03
464,Grindavik,IS,2020-04-17 07:10:46,63.84,-22.43,44.6,100,90,16.11
465,Tuatapere,NZ,2020-04-17 07:10:47,-46.13,167.68,48.0,93,84,3.0
466,Adra,ES,2020-04-17 07:10:39,36.75,-3.02,62.6,77,97,9.17
467,Japura,ID,2020-04-17 07:10:47,-0.32,102.35,94.05,50,76,1.12
468,Skibbereen,IE,2020-04-17 07:10:47,51.55,-9.27,48.2,100,90,8.05
469,Luwuk,ID,2020-04-17 07:10:47,-0.95,122.79,86.32,68,43,3.71
470,Nilanga,IN,2020-04-17 07:10:48,18.1,76.77,100.04,14,1,2.46
471,Mahibadhoo,MV,2020-04-17 07:10:48,3.78,72.97,86.04,68,25,7.81
472,Mayo,US,2020-04-17 07:10:48,38.89,-76.51,39.99,92,1,5.7
473,Leon,MX,2020-04-17 07:08:39,21.12,-101.67,66.06,18,19,4.85
474,Klamath Falls,US,2020-04-17 07:10:49,42.22,-121.78,44.01,25,45,15.01
475,Kailua,US,2020-04-17 07:10:49,21.4,-157.74,75.0,69,49,1.01
476,Namibe,AO,2020-04-17 07:10:49,-15.2,12.15,74.01,66,0,7.0
477,Matamoros,MX,2020-04-17 07:10:49,25.53,-103.25,68.0,36,58,1.95
478,Morondava,MG,2020-04-17 07:07:08,-20.28,44.28,81.81,66,0,7.4
479,Karlskrona,SE,2020-04-17 07:10:50,56.16,15.59,42.8,52,0,10.29
480,Karpogory,RU,2020-04-17 07:10:50,64.0,44.45,33.51,96,100,4.63
481,Mankapur,IN,2020-04-17 07:10:50,27.03,82.23,99.19,18,45,4.54
482,Petrolina De Goias,BR,2020-04-17 07:10:50,-16.09,-49.34,66.63,76,89,4.23
483,Westport,US,2020-04-17 07:10:51,41.14,-73.36,39.0,68,1,12.3
484,Coxim,BR,2020-04-17 07:10:51,-18.51,-54.76,63.23,58,14,7.92
485,San Cristobal,VE,2020-04-17 07:10:52,7.77,-72.22,66.9,52,89,0.94
486,Davila,PH,2020-04-17 07:10:52,18.47,120.58,83.1,68,98,5.06
487,Shache,CN,2020-04-17 07:10:52,38.42,77.24,67.08,24,86,11.34
488,Mount Isa,AU,2020-04-17 07:10:52,-20.73,139.5,96.8,14,36,8.05
489,Kaliua,TZ,2020-04-17 07:10:53,-5.06,31.79,69.94,62,98,8.61
490,Sandwick,GB,2020-04-17 07:10:53,60.0,-1.25,41.0,80,20,1.12
491,Ushibuka,JP,2020-04-17 07:10:53,32.19,130.02,65.21,74,100,22.73
492,Aklavik,CA,2020-04-17 07:10:53,68.22,-135.01,24.69,96,92,8.7
493,San Quintin,MX,2020-04-17 07:10:54,30.48,-115.95,60.53,76,0,2.35
494,Naze,JP,2020-04-17 07:10:54,28.37,129.48,73.4,60,40,17.22
495,Hualmay,PE,2020-04-17 07:10:54,-11.1,-77.61,71.33,75,75,5.97
496,Alyangula,AU,2020-04-17 07:10:55,-13.85,136.42,86.74,56,10,7.67
497,Mizdah,LY,2020-04-17 07:10:55,31.45,12.98,60.49,62,34,9.26
498,Hambantota,LK,2020-04-17 07:10:55,6.12,81.12,85.6,69,20,6.13
499,San Pedro De Macoris,DO,2020-04-17 07:10:56,18.46,-69.3,78.01,83,1,5.35
500,Iquique,CL,2020-04-17 07:10:56,-20.22,-70.14,64.4,77,8,8.05
501,Hvolsvollur,IS,2020-04-17 07:10:56,63.75,-20.22,44.6,93,90,19.46
502,Imeni Poliny Osipenko,RU,2020-04-17 07:10:56,52.42,136.49,60.21,30,36,8.68
503,Lyngseidet,NO,2020-04-17 07:10:57,69.58,20.22,37.4,64,75,25.28
504,Itoman,JP,2020-04-17 07:10:57,26.12,127.67,77.0,57,40,12.75
505,Jablah,SY,2020-04-17 07:10:57,35.36,35.93,69.8,73,40,11.41
506,Colac,AU,2020-04-17 07:10:58,-38.33,143.58,60.01,89,53,10.92
507,Awbari,LY,2020-04-17 07:10:58,26.59,12.78,74.07,28,5,11.07
508,Kandrian,PG,2020-04-17 07:10:58,-6.22,149.55,82.02,78,97,3.71
509,Deputatskiy,RU,2020-04-17 07:10:58,69.3,139.9,-0.45,85,100,5.7
510,Manono,CD,2020-04-17 07:10:59,-7.3,27.42,74.12,76,100,1.63
511,Portland,US,2020-04-17 07:09:29,45.52,-122.68,55.99,39,19,3.53
512,Kerepehi,NZ,2020-04-17 07:10:59,-37.3,175.53,66.99,82,81,10.0
513,Yakima,US,2020-04-17 07:10:59,46.47,-120.67,46.99,54,0,4.0
514,Abancay,PE,2020-04-17 07:11:00,-13.63,-72.88,53.04,36,97,2.04
515,Port Hardy,CA,2020-04-17 07:11:00,50.7,-127.42,46.94,83,56,3.49
516,Motygino,RU,2020-04-17 07:11:00,58.18,94.76,46.72,55,82,5.08
517,Burnie,AU,2020-04-17 07:11:01,-41.07,145.92,54.0,68,52,10.0
518,Maralal,KE,2020-04-17 07:11:01,1.1,36.7,68.58,42,59,5.19
519,Srikakulam,IN,2020-04-17 07:10:19,18.3,83.9,95.56,41,0,14.43
520,Buala,SB,2020-04-17 07:11:02,-8.14,159.59,81.36,78,97,2.35
521,Chitral,PK,2020-04-17 07:11:02,35.85,71.79,53.15,33,100,1.57
522,Te Anau,NZ,2020-04-17 07:11:03,-45.42,167.72,53.13,70,13,4.14
523,Sidi Ali,DZ,2020-04-17 07:11:03,36.1,0.42,58.59,89,100,3.18
524,Darnah,LY,2020-04-17 07:11:04,32.77,22.64,59.05,73,18,15.7
525,Ulladulla,AU,2020-04-17 07:11:04,-35.35,150.47,72.0,52,1,9.6
526,Betioky,MG,2020-04-17 07:11:04,-23.72,44.38,82.18,38,0,7.14
527,Hervey Bay,AU,2020-04-17 07:07:11,-25.3,152.85,80.01,72,0,4.0
528,Christchurch,NZ,2020-04-17 07:10:55,-43.53,172.63,55.0,87,90,12.75
529,Saint-Georges,GD,2020-04-17 07:11:05,12.06,-61.75,79.38,78,100,15.95
530,Ancona,IT,2020-04-17 07:11:06,43.55,13.17,59.0,71,0,1.12
531,Vestmannaeyjar,IS,2020-04-17 07:11:06,63.44,-20.27,44.6,93,90,19.46
532,Sobolevo,RU,2020-04-17 07:11:07,54.43,31.9,35.46,76,80,16.89
533,Gelemso,ET,2020-04-17 07:11:07,8.82,40.52,68.13,44,79,0.72
534,Tsukumi,JP,2020-04-17 07:11:07,33.07,131.86,62.6,82,75,20.8
535,Bugulma,RU,2020-04-17 07:11:07,54.55,52.8,40.73,64,97,24.61
536,Doha,QA,2020-04-17 07:07:07,25.29,51.53,78.8,61,0,4.7
537,Chulym,RU,2020-04-17 07:11:10,55.1,80.96,52.79,68,14,3.98
538,Svarstad,NO,2020-04-17 07:11:11,59.4,9.97,39.99,48,0,5.82
539,Igarka,RU,2020-04-17 07:11:11,67.47,86.58,30.38,98,98,10.56
540,Chandbali,IN,2020-04-17 07:11:11,20.78,86.77,95.09,44,0,17.85
541,Olinda,BR,2020-04-17 07:11:11,-8.01,-34.86,80.06,79,79,6.04
542,Quchan,IR,2020-04-17 07:07:07,37.11,58.51,57.11,25,0,7.94
543,Revelstoke,CA,2020-04-17 07:11:12,50.98,-118.2,36.3,65,83,1.97
544,Teknaf,BD,2020-04-17 07:11:12,20.86,92.31,90.84,45,0,8.3
545,Campagna,IT,2020-04-17 07:11:12,40.67,15.11,59.0,61,54,2.13
546,Normandin,CA,2020-04-17 07:11:13,48.83,-72.53,26.01,49,83,1.99
547,Bayan,CN,2020-04-17 07:11:13,46.08,127.4,66.0,28,100,5.88
548,Semporna,MY,2020-04-17 07:11:14,4.48,118.61,78.8,100,20,3.36
549,Natal,BR,2020-04-17 07:06:45,-5.79,-35.21,79.0,85,69,11.41
550,Puerto Colombia,CO,2020-04-17 07:11:14,10.99,-74.95,78.8,88,46,12.75
551,Abatskoye,RU,2020-04-17 07:11:15,56.29,70.46,58.28,39,100,19.08
552,Lukovo,MK,2020-04-17 07:11:15,41.35,20.6,50.0,66,81,1.12
